title,publishedAt,duration,views,likes,comments,duration_sec,publish_hour,publish_day,cluster
JavaScript Chapter 4 - Practice Set on Strings | JavaScript Tutorial in Hindi #15,2022-08-04 13:09:12+00:00,PT11M5S,340660,8701,1511,665.0,13,Thursday,1
JavaScript String Methods | JavaScript Tutorial in Hindi #14,2022-08-03 11:30:06+00:00,PT17M38S,466212,11507,1125,1058.0,11,Wednesday,1
Introduction to Strings | JavaScript Tutorial in Hindi #13,2022-08-02 12:49:50+00:00,PT13M44S,490071,13339,1350,824.0,12,Tuesday,1
Quick Resume Trick 🔥💵,2022-08-02 08:00:14+00:00,PT1M,132995,13109,84,60.0,8,Tuesday,1
Windows 12,2022-08-01 07:41:42+00:00,PT47S,246855,14247,145,47.0,7,Monday,1
JavaScript Chapter 3 - Practice Set on Loops and Functions | JavaScript Tutorial in Hindi #12,2022-07-31 11:29:47+00:00,PT12M11S,466852,11362,755,731.0,11,Sunday,1
Functions in JavaScript | JavaScript Tutorial in Hindi #11,2022-07-30 14:54:13+00:00,PT13M49S,730742,15724,628,829.0,14,Saturday,1
While Loops in JavaScript | JavaScript Tutorial in Hindi #10,2022-07-29 11:30:10+00:00,PT11M8S,495254,11589,1557,668.0,11,Friday,1
This VS Code Extension will replace Postman 🔥,2022-07-29 06:53:10+00:00,PT8M40S,97137,3282,256,520.0,6,Friday,1
For Loops in JavaScript | JavaScript Tutorial in Hindi #9,2022-07-28 11:30:06+00:00,PT19M40S,816124,16411,1258,1180.0,11,Thursday,1
JavaScript Chapter 2 - Practice Set on Operators and Conditionals | JavaScript Tutorial in Hindi #8,2022-07-27 11:30:08+00:00,PT14M5S,612598,14464,2428,845.0,11,Wednesday,1
Redis: This can change your Database Game - Here how!,2022-07-25 16:58:54+00:00,PT11M9S,141788,3917,242,669.0,16,Monday,1
Conditional expressions in JavaScript | JavaScript Tutorial in Hindi #7,2022-07-24 11:30:20+00:00,PT20M59S,861802,19244,3828,1259.0,11,Sunday,1
JavaScript Operators and Expressions | JavaScript Tutorial in Hindi #6,2022-07-23 12:36:35+00:00,PT23M26S,1009107,21578,2353,1406.0,12,Saturday,1
Unboxing a coder’s dream monitor | Mast hai ye 😍😍,2022-07-22 18:05:50+00:00,PT9M29S,313786,9590,638,569.0,18,Friday,1
JavaScript  Chapter 1 - Practice Set | JavaScript Tutorial in Hindi #5,2022-07-20 11:30:12+00:00,PT12M25S,972307,23842,1764,745.0,11,Wednesday,1
Primitives and Objects in JavaScript | JavaScript Tutorial in Hindi #4,2022-07-19 11:30:14+00:00,PT11M32S,1105906,24288,1189,692.0,11,Tuesday,1
"const, let and var in JavaScript | JavaScript Tutorial in Hindi #3",2022-07-17 11:30:03+00:00,PT12M58S,1311415,30342,1378,778.0,11,Sunday,0
Variables in JavaScript | JavaScript Tutorial in Hindi #2,2022-07-15 16:20:08+00:00,PT13M34S,1887595,40223,2186,814.0,16,Friday,0
Introduction to JavaScript + Setup | JavaScript Tutorial in Hindi #1,2022-07-14 13:31:12+00:00,PT13M46S,4996000,96342,7928,826.0,13,Thursday,0
Ultimate JavaScript Course - Announcement 🔥,2022-07-13 06:46:56+00:00,PT1M57S,139873,15800,2336,117.0,6,Wednesday,1
Hate PHP? | Where php Shines 🌟,2022-07-12 08:43:06+00:00,PT47S,222680,15331,134,47.0,8,Tuesday,1
An Innovative way used by Hackers!,2022-07-06 06:27:19+00:00,PT51S,1883821,147248,1096,51.0,6,Wednesday,0
Unix & C,2022-07-02 18:05:04+00:00,PT40S,79359,4994,140,40.0,18,Saturday,1
Should you use a secondary editor?,2022-06-30 15:42:23+00:00,PT13M49S,34568,1382,192,829.0,15,Thursday,1
I almost got Hacked! 🐱‍💻😲,2022-06-30 11:32:30+00:00,PT43S,1739556,133171,883,43.0,11,Thursday,0
Finding Best Selling Products Using Public User Reviews & BrightData,2022-06-29 14:45:01+00:00,PT53M34S,28022,1230,131,3214.0,14,Wednesday,1
Time Saving Microsoft Edge Feature 🔥,2022-06-28 07:50:00+00:00,PT37S,221701,15826,139,37.0,7,Tuesday,1
4 Amazing Facts About Steve Jobs,2022-06-27 05:30:23+00:00,PT47S,240405,20927,132,47.0,5,Monday,1
Displaying All products in a Material UI Table | NextJs Tutorial for Beginners #79,2022-06-26 16:13:41+00:00,PT15M54S,38771,648,127,954.0,16,Sunday,1
Github Copilot ka Dhoka 😅,2022-06-25 17:28:19+00:00,PT1M,78733,4126,93,60.0,17,Saturday,1
Creating a Form for Adding Product | NextJs Tutorial for Beginners #78,2022-06-25 11:30:12+00:00,PT15M50S,18068,389,85,950.0,11,Saturday,1
Populating pages with pages from the template| NextJs Tutorial for Beginners #77,2022-06-24 14:43:03+00:00,PT19M2S,15666,509,107,1142.0,14,Friday,1
Creating Pages for the Dashboard | NextJs Tutorial for Beginners #76,2022-06-23 12:23:14+00:00,PT18M34S,15175,443,126,1114.0,12,Thursday,1
Conclusion & where to go from here | Portfolio Website + Blog Using Sanity.io #13,2022-06-22 05:30:14+00:00,PT10M29S,34920,699,155,629.0,5,Wednesday,1
Adding NavBar Component & Other UI Fixes | Portfolio Website + Blog Using Sanity.io #12,2022-06-21 05:30:02+00:00,PT13M10S,22124,398,96,790.0,5,Tuesday,1
Adding multiple profiles to our Portfolio | Portfolio Website + Blog Using Sanity.io #11,2022-06-20 06:34:32+00:00,PT27M21S,17244,452,92,1641.0,6,Monday,1
Ultimate Docker Crash Course: Learn Docker within 30 Minutes!,2022-06-19 11:30:12+00:00,PT33M23S,372825,8622,453,2003.0,11,Sunday,1
Run VS Code on Mobile Phone For Free 📲,2022-06-17 11:30:30+00:00,PT11M54S,192972,7257,371,714.0,11,Friday,1
A closer look at GROQ | Portfolio Website + Blog Using Sanity.io #10,2022-06-16 06:35:05+00:00,PT15M22S,13884,367,78,922.0,6,Thursday,1
The Love ♥ for C 💻,2022-06-15 05:14:43+00:00,PT40S,449593,34467,184,40.0,5,Wednesday,1
Fetching Blog Template for our Project  | Portfolio Website + Blog Using Sanity.io #9,2022-06-14 06:11:18+00:00,PT17M37S,15777,411,93,1057.0,6,Tuesday,1
Microsoft shutting down... ⚔⚔⚔,2022-06-13 16:23:43+00:00,PT34S,234948,16036,601,34.0,16,Monday,1
Creating a Blog Page | Portfolio Website + Blog Using Sanity.io #8,2022-06-13 06:30:40+00:00,PT18M,17522,516,87,1080.0,6,Monday,1
A Side Project 💻⌨🖱,2022-06-12 05:12:53+00:00,PT50S,235808,18910,50,50.0,5,Sunday,1
Creating Dashboard for Codeswear.com | NextJs Tutorial for Beginners #75,2022-06-11 15:30:05+00:00,PT21M59S,27355,575,94,1319.0,15,Saturday,1
Fetching blogs in our homepage | Portfolio Website + Blog Using Sanity.io #7,2022-06-11 05:30:18+00:00,PT19M55S,17186,405,72,1195.0,5,Saturday,1
Adding Template to our Next.js project | Portfolio Website + Blog Using Sanity.io #6,2022-06-10 07:07:37+00:00,PT13M11S,17552,438,62,791.0,7,Friday,1
No Degree 🎓,2022-06-08 17:30:54+00:00,PT29S,188953,12908,87,29.0,17,Wednesday,1
Connecting Next.js app with Sanity.io | Portfolio Website + Blog Using Sanity.io #5,2022-06-08 05:51:34+00:00,PT13M27S,27804,571,103,807.0,5,Wednesday,1
Creating a Next.js app for Frontend | Portfolio Website + Blog Using Sanity.io #4,2022-06-07 07:41:18+00:00,PT18M27S,38112,887,96,1107.0,7,Tuesday,1
Windows 9 - The Mystery OS  🔥,2022-06-05 14:35:39+00:00,PT47S,725852,40349,245,47.0,14,Sunday,1
Adding Rich Text to Blog in Sanity | Portfolio Website + Blog Using Sanity.io #3,2022-06-04 14:30:09+00:00,PT19M48S,32212,736,111,1188.0,14,Saturday,1
Game changing AI 🤖,2022-06-03 18:10:53+00:00,PT58S,1066882,108737,770,58.0,18,Friday,0
Building Tic Tac Toe on iPhone 13 Pro Max Challenge (Multiplayer Game) 🔥,2022-06-03 05:30:20+00:00,PT1H6M21S,47540,1701,191,3981.0,5,Friday,1
Creating Content Structure for our Portfolio Site | Portfolio Website + Blog Using Sanity.io #2,2022-06-02 14:58:39+00:00,PT16M19S,50724,1134,158,979.0,14,Thursday,1
Introduction to Sanity.io | Portfolio Website + Blog Using Sanity.io #1,2022-06-01 15:16:32+00:00,PT10M33S,167534,3800,374,633.0,15,Wednesday,1
An Old Player of Programming Languages,2022-06-01 05:30:33+00:00,PT32S,141907,10895,93,32.0,5,Wednesday,1
52 Years Old Code!,2022-05-30 05:42:12+00:00,PT42S,1238211,77339,287,42.0,5,Monday,0
Lets Build an Action Game Using JavaScript with Kaboom.js 💥 (from scratch),2022-05-28 12:54:15+00:00,PT1H35S,92866,4038,574,3635.0,12,Saturday,1
First Computer Game,2022-05-25 18:30:15+00:00,PT21S,142188,9022,189,21.0,18,Wednesday,1
null vs NaN in JavaScript,2022-05-24 17:56:54+00:00,PT31S,69302,5098,54,31.0,17,Tuesday,1
Deploying Codeswear.com to DigitalOcean | NextJs Tutorial for Beginners #74,2022-05-23 07:42:45+00:00,PT17M31S,32081,689,210,1051.0,7,Monday,1
Index starts with 0 & not 1 - But why?,2022-05-22 17:00:07+00:00,PT23S,138164,12213,81,23.0,17,Sunday,1
Creating Forgot Password Page | NextJs Tutorial for Beginners #73,2022-05-22 06:02:32+00:00,PT45M54S,21364,535,98,2754.0,6,Sunday,1
Microsoft Azure Developer League - An amazing platform from Microsoft for cloud computing,2022-05-21 14:11:18+00:00,PT2M45S,33070,1533,114,165.0,14,Saturday,1
Creating MyAccount Section for CodesWear | NextJs Tutorial for Beginners #72,2022-05-21 05:33:40+00:00,PT1H6M35S,15247,378,60,3995.0,5,Saturday,1
PinCodes json + avoiding non serviceable Locations | NextJs Tutorial for Beginners #71,2022-05-20 11:36:01+00:00,PT28M42S,12790,380,90,1722.0,11,Friday,1
Creating a Python based email marketing bot on Replit 🔥,2022-05-19 05:30:11+00:00,PT22M,51549,1835,196,1320.0,5,Thursday,1
Displaying out of stock items | NextJs Tutorial for Beginners #70,2022-05-18 11:51:17+00:00,PT13M31S,15995,341,87,811.0,11,Wednesday,1
PayTM checksum Tampering check | NextJs Tutorial for Beginners #69,2022-05-18 05:14:19+00:00,PT28M46S,17058,441,50,1726.0,5,Wednesday,1
Python Comics 💬💥💨,2022-05-17 16:30:05+00:00,PT24S,86287,6171,62,24.0,16,Tuesday,1
Showing Sidebar only for few pages | NextJs Tutorial for Beginners #68,2022-05-17 08:06:18+00:00,PT27M32S,18726,390,107,1652.0,8,Tuesday,1
"Creating Myntra Clone using HTML, CSS & JavaScript",2022-05-15 05:30:06+00:00,PT1H15M49S,700627,14488,468,4549.0,5,Sunday,1
99% Python developers will get confused!,2022-05-14 17:00:08+00:00,PT23S,238400,12008,247,23.0,17,Saturday,1
Are Cracked Softwares Safe?,2022-05-13 17:00:07+00:00,PT49S,817760,37053,443,49.0,17,Friday,1
5 Common Hacking Techniques,2022-05-12 17:00:15+00:00,PT50S,1220229,106159,851,50.0,17,Thursday,0
How to confuse a Python Developer?,2022-05-11 17:00:09+00:00,PT15S,3219076,82341,1211,15.0,17,Wednesday,0
Windows for Free?,2022-05-10 17:00:30+00:00,PT36S,443244,30497,103,36.0,17,Tuesday,1
What are Environment Variables | Hacking?,2022-05-10 05:47:55+00:00,PT6M11S,79140,2387,160,371.0,5,Tuesday,1
Official Python Song 🎶🎵🎼🎹🎧,2022-05-09 17:00:27+00:00,PT29S,111432,7499,80,29.0,17,Monday,1
Google for sale! 😲,2022-05-08 17:00:21+00:00,PT42S,2447753,146395,758,42.0,17,Sunday,0
"Creating a Calculator using HTML, CSS & JavaScript",2022-05-08 06:13:09+00:00,PT34M4S,1090336,22511,741,2044.0,6,Sunday,1
The end of JavaScript 🤔,2022-05-07 17:00:26+00:00,PT30S,187250,14191,482,30.0,17,Saturday,1
Stop Using React!,2022-05-06 17:00:09+00:00,PT29S,522032,25348,276,29.0,17,Friday,1
My favorite JavaScript Library!,2022-05-05 17:00:27+00:00,PT29S,94300,8444,75,29.0,17,Thursday,1
Stop using console.log(),2022-05-04 17:08:22+00:00,PT29S,94450,8894,77,29.0,17,Wednesday,1
Top Websites To Find Hackathons With Big Prizes!,2022-05-04 06:26:57+00:00,PT8M27S,109205,5393,187,507.0,6,Wednesday,1
Python Programming and snake 🐍,2022-05-03 17:00:33+00:00,PT24S,81705,5218,42,24.0,17,Tuesday,1
Complete Full Stack Web Developer Roadmap (2024 Edition),2022-05-03 05:30:06+00:00,PT20M17S,1536382,63577,10107,1217.0,5,Tuesday,0
The Money Making Programming Language (Atleast for me)!,2022-05-03 05:30:04+00:00,PT5M21S,76522,4336,592,321.0,5,Tuesday,1
How many programming languages are there?,2022-05-02 17:00:08+00:00,PT22S,339263,19179,106,22.0,17,Monday,1
World's first Programming Language...,2022-05-01 17:00:05+00:00,PT13S,210285,11668,104,13.0,17,Sunday,1
How to get highest package in college?,2022-05-01 05:30:53+00:00,PT10M47S,423483,21418,894,647.0,5,Sunday,1
A Programmer's mistake....,2022-04-30 17:07:16+00:00,PT36S,851373,61584,325,36.0,17,Saturday,0
Python Project: Tic Tac Toe Game in Python 🔥,2022-04-30 05:30:01+00:00,PT24M19S,457251,9691,936,1459.0,5,Saturday,1
PHP: Not a programming language,2022-04-29 17:00:34+00:00,PT32S,465628,26703,98,32.0,17,Friday,1
🚫 Don't buy a MacBook 😢,2022-04-29 04:54:55+00:00,PT9M30S,381787,19091,2516,570.0,4,Friday,1
5 Extremely Bad Python Habits,2022-04-28 16:14:50+00:00,PT1M,99432,9358,97,60.0,16,Thursday,1
Coding mein bug ko bug kyu kehte hain?,2022-04-27 16:16:12+00:00,PT27S,270195,22197,102,27.0,16,Wednesday,1
Horizontal vs. Vertical Scaling - Learn Now!,2022-04-27 05:39:27+00:00,PT6M29S,51881,2464,332,389.0,5,Wednesday,1
What exactly is JamStack?,2022-04-26 11:30:00+00:00,PT3M34S,23889,1480,144,214.0,11,Tuesday,1
Top money making skills in web development 🔥,2022-04-25 11:30:06+00:00,PT7M19S,165490,7866,863,439.0,11,Monday,1
Your Future in Web Development... (The Truth),2022-04-23 11:30:00+00:00,PT5M54S,769233,26122,947,354.0,11,Saturday,1
"Creating a landing page using HTML, CSS & JavaScript 🔥",2022-04-22 11:30:14+00:00,PT1H30M10S,318505,7003,384,5410.0,11,Friday,1
Data Analysis on House Pricing Data using MongoDB Aggregation Pipelines,2022-04-21 11:30:02+00:00,PT30M40S,44181,1031,79,1840.0,11,Thursday,1
The most Profitable Skills in Coding!,2022-04-20 12:49:24+00:00,PT1M,508889,55845,980,60.0,12,Wednesday,0
Kya Web Developer ko Graphic Designing seekhni chahiye?,2022-04-19 13:25:55+00:00,PT8M56S,63317,3700,361,536.0,13,Tuesday,1
PyMongo Tutorial & Connecting to a MongoDB Atlas Cluster Using Python,2022-04-17 14:30:06+00:00,PT43M8S,52836,1552,260,2588.0,14,Sunday,1
Fixing Checkout Issues | NextJs Tutorial for Beginners #67,2022-04-16 16:31:13+00:00,PT20M5S,15616,378,97,1205.0,16,Saturday,1
Out of stock check in CodesWear.com | NextJs Tutorial for Beginners #66,2022-04-16 11:30:02+00:00,PT44M27S,13001,294,63,2667.0,11,Saturday,1
Pincode to city & state | NextJs Tutorial for Beginners #65,2022-04-15 15:30:03+00:00,PT31M46S,19137,436,81,1906.0,15,Friday,1
Creating Order and Orders Page for the user | NextJs Tutorial for Beginners #64,2022-04-15 11:30:04+00:00,PT38M14S,12709,311,46,2294.0,11,Friday,1
Initiating Order and Redirecting to Order Page | NextJs Tutorial for Beginners #63,2022-04-14 14:00:08+00:00,PT53M41S,21723,451,60,3221.0,14,Thursday,1
One Effective Sleeping Tip For Everyone!,2022-04-12 14:11:55+00:00,PT1M,86774,5609,118,60.0,14,Tuesday,1
Should You buy an iPad? - The devil's advocate,2022-04-10 14:30:04+00:00,PT5M14S,44637,2212,224,314.0,14,Sunday,1
Adding Payment Gateway to Codeswear.com | NextJs Tutorial for Beginners #62,2022-04-10 11:30:03+00:00,PT39M31S,75281,1306,149,2371.0,11,Sunday,1
Adding Environment Variables to Codeswear.com | NextJs Tutorial for Beginners #61,2022-04-10 05:30:10+00:00,PT13M32S,12747,378,54,812.0,5,Sunday,1
Creating Orders Page for Codeswear.com | NextJs Tutorial for Beginners #60,2022-04-10 02:30:07+00:00,PT17M49S,14294,385,52,1069.0,2,Sunday,1
Adding React top loading bar to Codeswear.com | NextJs Tutorial for Beginners #59,2022-04-09 14:30:16+00:00,PT13M22S,14375,355,37,802.0,14,Saturday,1
Adding Login and Logout buttons to Codeswear.com | NextJs Tutorial for Beginners #58,2022-04-09 11:30:42+00:00,PT29M42S,17642,415,47,1782.0,11,Saturday,1
Introduction to JWT | NextJs Tutorial for Beginners #57,2022-04-09 05:30:08+00:00,PT11M6S,23817,550,51,666.0,5,Saturday,1
Adding Encryption to login and signup for Codeswear.com | NextJs Tutorial for Beginners #56,2022-04-09 02:30:00+00:00,PT15M26S,19390,472,56,926.0,2,Saturday,1
Creating Login Page for Codeswear.com | NextJs Tutorial for Beginners #55,2022-04-08 11:30:05+00:00,PT18M49S,16513,451,67,1129.0,11,Friday,1
Creating Signup Page for Codeswear.com | NextJs Tutorial for Beginners #54,2022-04-08 02:30:08+00:00,PT21M37S,23956,544,53,1297.0,2,Friday,1
"Customizing Hoodies, Mugs & Stickers Page for Codeswear.com | NextJs Tutorial for Beginners #53",2022-04-07 11:30:04+00:00,PT13M34S,15707,422,69,814.0,11,Thursday,1
Adding React Toastify to Codeswear.com | NextJs Tutorial for Beginners #52,2022-04-07 05:30:08+00:00,PT11M40S,16224,397,47,700.0,5,Thursday,1
How Would I Learn Web Development in 2024 If I Could Start Over 🔥🔥,2022-04-04 11:16:52+00:00,PT7M35S,570489,26833,906,455.0,11,Monday,1
"Making the ""Buy Now"" button for Codeswear.com | NextJs Tutorial for Beginners #51",2022-04-03 15:30:04+00:00,PT12M49S,24385,619,79,769.0,15,Sunday,1
Replacing Dummy Text on Codeswear.com | NextJs Tutorial for Beginners #50,2022-04-03 10:30:07+00:00,PT16M26S,16764,326,50,986.0,10,Sunday,1
Displaying Tshirt Variants on product page | NextJs Tutorial for Beginners #49,2022-04-03 02:30:14+00:00,PT52M45S,23364,484,129,3165.0,2,Sunday,1
Displaying Tshirts on Codeswear.com | NextJs Tutorial for Beginners #48,2022-04-02 15:30:11+00:00,PT16M31S,18210,468,70,991.0,15,Saturday,1
Creating APIs for Codeswear.com | NextJs Tutorial for Beginners #47,2022-04-02 11:30:02+00:00,PT26M11S,28764,632,104,1571.0,11,Saturday,1
Adding MongoDB Database to Codeswear.com | NextJs Tutorial for Beginners #46,2022-04-02 02:30:08+00:00,PT13M47S,36093,743,58,827.0,2,Saturday,1
Creating Login & Signup Page Design for Codeswear.com | NextJs Tutorial for Beginners #45,2022-04-01 11:30:11+00:00,PT14M40S,29636,671,89,880.0,11,Friday,1
Creating Orders Page for Codeswear.com | NextJs Tutorial for Beginners #44,2022-04-01 02:30:07+00:00,PT13M22S,16191,503,56,802.0,2,Friday,1
Improving Sidebar & Checkout Page for Codeswear.com | NextJs Tutorial for Beginners #43,2022-03-31 11:44:54+00:00,PT37M24S,19908,531,119,2244.0,11,Thursday,1
One Lesson from ₹500 Currency note 🔥,2022-03-29 18:30:45+00:00,PT1M,187753,26878,471,60.0,18,Tuesday,1
PHP in 8 Minutes 🔥,2022-03-28 12:01:35+00:00,PT8M46S,246513,7882,340,526.0,12,Monday,1
Creating Cart State for Codeswear.com | NextJs Tutorial for Beginners #42,2022-03-28 02:30:21+00:00,PT41M37S,29456,691,148,2497.0,2,Monday,1
Adding Pincode Serviceability Check on Codeswear.com | NextJs Tutorial for Beginners #41,2022-03-27 11:30:12+00:00,PT23M51S,22546,657,95,1431.0,11,Sunday,1
The *most* valuable thing you have as a Developer!,2022-03-25 05:30:56+00:00,PT45S,76768,7510,101,45.0,5,Friday,1
Designing Product Page for Codeswear.com | NextJs Tutorial for Beginners #40,2022-03-25 05:30:02+00:00,PT11M10S,22031,638,116,670.0,5,Friday,1
Designing the Cart Sidebar for Codeswear.com | NextJs Tutorial for Beginners #39,2022-03-24 11:52:28+00:00,PT31M53S,30781,745,103,1913.0,11,Thursday,1
"Designing Mugs, Sticker & Hoodies page for Codeswear.com | NextJs Tutorial for Beginners #38",2022-03-24 02:30:04+00:00,PT9M29S,21040,613,103,569.0,2,Thursday,1
Designing the Tshirts Page for Codeswear.com | NextJs Tutorial for Beginners #37,2022-03-23 11:30:00+00:00,PT22M17S,25471,679,83,1337.0,11,Wednesday,1
"Creating NavBar, Footer & HomePage for Codeswear.com | NextJs Tutorial for Beginners #36",2022-03-20 13:16:35+00:00,PT26M39S,38246,918,122,1599.0,13,Sunday,1
Creating Pages for Codeswear.com | NextJs Tutorial for Beginners #35,2022-03-19 11:37:22+00:00,PT8M6S,28077,782,144,486.0,11,Saturday,1
3 tips for better sleep (Sleep with Science),2022-03-18 11:30:00+00:00,PT58S,144064,14114,154,58.0,11,Friday,1
Codeswear.com - Project Setup using Tailwind CSS | NextJs Tutorial for Beginners #34,2022-03-18 05:30:15+00:00,PT9M8S,31345,751,109,548.0,5,Friday,1
Project 2: Codeswear.com - A Next.js powered E-Commerce Store | NextJs Tutorial for Beginners #33,2022-03-17 11:30:05+00:00,PT6M43S,38034,1068,106,403.0,11,Thursday,1
One Tip that made me a Fast Typist!,2022-03-16 11:30:17+00:00,PT55S,773805,66519,437,55.0,11,Wednesday,0
Adding huntingcoder.com Domain and  Search Console | NextJs Tutorial for Beginners #32,2022-03-16 05:57:10+00:00,PT7M17S,20554,559,89,437.0,5,Wednesday,1
The Feynman Technique for Learning Anything 🔥,2022-03-14 05:27:44+00:00,PT55S,168611,16798,197,55.0,5,Monday,1
5 Effective Tips for taking Notes,2022-03-13 05:38:31+00:00,PT59S,155226,14398,131,59.0,5,Sunday,1
Tailwind CSS in 6 Minutes 🔥,2022-03-12 06:35:45+00:00,PT6M19S,67437,2510,211,379.0,6,Saturday,1
Deploying Hunting Coder | NextJs Tutorial for Beginners #31,2022-03-11 11:30:12+00:00,PT20M37S,24080,591,92,1237.0,11,Friday,1
Adding Responsive Design to Hunting Coder | NextJs Tutorial for Beginners #30,2022-03-11 05:30:02+00:00,PT15M3S,19604,459,71,903.0,5,Friday,1
Adding Infinite Scroll to Hunting Coder | NextJs Tutorial for Beginners #29,2022-03-10 11:30:04+00:00,PT21M38S,25094,628,98,1298.0,11,Thursday,1
Django in 8 Minutes 🔥,2022-03-08 11:30:12+00:00,PT8M3S,326977,8303,324,483.0,11,Tuesday,1
Styling Fixes in our Hunting coder Blog | NextJs Tutorial for Beginners #28,2022-03-07 11:30:17+00:00,PT26M11S,17621,497,102,1571.0,11,Monday,1
Designing the About Page | NextJs Tutorial for Beginners #27,2022-03-07 04:01:44+00:00,PT6M43S,16321,469,51,403.0,4,Monday,1
Designing the /contact FrontEnd Page | NextJs Tutorial for Beginners #26,2022-03-06 13:44:06+00:00,PT23M27S,21716,614,111,1407.0,13,Sunday,1
Creating an API to save Contact Data | NextJs Tutorial for Beginners #25,2022-03-06 05:30:45+00:00,PT16M48S,27851,737,67,1008.0,5,Sunday,1
Rendering HTML text using dangerouslySetInnerHTML in Next.js | NextJs Tutorial for Beginners #24,2022-03-05 05:30:16+00:00,PT9M53S,28594,740,81,593.0,5,Saturday,1
"Static site generation, getStaticProps() & getStaticPaths | NextJs Tutorial for Beginners #23",2022-03-04 02:47:01+00:00,PT24M37S,39899,936,112,1477.0,2,Friday,1
Flask in 6 Minutes 🔥,2022-03-02 12:52:31+00:00,PT6M35S,218376,5429,239,395.0,12,Wednesday,1
Server Side Rendering - getServerSideProps() in Next.js | NextJs Tutorial for Beginners #22,2022-03-01 05:30:08+00:00,PT13M17S,55030,1266,130,797.0,5,Tuesday,1
Prerendering Strategies in Next.js | NextJs Tutorial for Beginners #21,2022-02-28 05:30:05+00:00,PT15M29S,30438,894,88,929.0,5,Monday,1
Fetching BlogPost using /getblog Endpoint | NextJs Tutorial for Beginners #20,2022-02-27 11:30:00+00:00,PT14M3S,32121,770,86,843.0,11,Sunday,1
Using the API Endpoints | NextJs Tutorial for Beginners #19,2022-02-27 02:30:07+00:00,PT22M30S,39708,913,92,1350.0,2,Sunday,1
JavaScript in 8 Minutes 👩‍💻,2022-02-25 11:30:00+00:00,PT8M54S,275184,10091,397,534.0,11,Friday,1
Creating endpoints to get one/all blogposts | NextJs Tutorial for Beginners #18,2022-02-25 04:37:14+00:00,PT14M41S,41489,947,76,881.0,4,Friday,1
Introduction to API Routes in Next.js | NextJs Tutorial for Beginners #17,2022-02-24 12:12:29+00:00,PT9M31S,46984,1109,96,571.0,12,Thursday,1
Adding blog jsons as data | NextJs Tutorial for Beginners #16,2022-02-24 02:30:17+00:00,PT11M38S,38812,985,92,698.0,2,Thursday,1
Creating Blog and Blogpost page | NextJs Tutorial for Beginners #15,2022-02-23 11:30:21+00:00,PT12M54S,43104,1071,97,774.0,11,Wednesday,1
Displaying Navbar on all pages | NextJs Tutorial for Beginners #14,2022-02-23 02:30:00+00:00,PT7M55S,56431,1137,85,475.0,2,Wednesday,1
Basic Cleanup of Hunting Coder Blog | NextJs Tutorial for Beginners #13,2022-02-22 15:30:04+00:00,PT14M59S,35230,977,104,899.0,15,Tuesday,1
Styled jsx in Next.js | NextJs Tutorial for Beginners #12,2022-02-22 05:01:22+00:00,PT9M45S,36686,1100,92,585.0,5,Tuesday,1
Java in 7 Minutes 🔥,2022-02-20 04:29:24+00:00,PT7M19S,279816,10911,584,439.0,4,Sunday,1
Adding Global Styles in Next.js | NextJs Tutorial for Beginners #11,2022-02-19 11:30:17+00:00,PT8M35S,40307,1073,80,515.0,11,Saturday,1
Laptop models to buy around 70k budget,2022-02-17 15:56:22+00:00,PT14M25S,130957,5701,837,865.0,15,Thursday,1
Component Level CSS in Next.js | NextJs Tutorial for Beginners #10,2022-02-16 11:30:08+00:00,PT10M57S,51488,1357,126,657.0,11,Wednesday,1
Link component in Next.js -  Understanding next/link | NextJs Tutorial for Beginners #9,2022-02-15 11:30:08+00:00,PT8M29S,54460,1227,107,509.0,11,Tuesday,1
C++ in 5 Minutes 🔥,2022-02-14 11:30:00+00:00,PT5M47S,143164,7025,372,347.0,11,Monday,1
"C++, Java or Python? The best Language for College Placements in India",2022-02-13 06:12:45+00:00,PT5M28S,223614,10837,540,328.0,6,Sunday,1
"Tailwind CSS Course Conclusion, Wrap-up & where to go from here",2022-02-12 12:49:34+00:00,PT5M28S,57541,3252,366,328.0,12,Saturday,1
Creating Multiple Pages in Next.js | NextJs Tutorial for Beginners #8,2022-02-11 13:36:13+00:00,PT11M41S,67430,1529,164,701.0,13,Friday,1
Blogging in 2024? 💻,2022-02-10 12:59:09+00:00,PT11M58S,43280,2352,263,718.0,12,Thursday,1
Image Component in Next.js | NextJs Tutorial for Beginners #7,2022-02-09 11:30:23+00:00,PT17M14S,70638,1550,159,1034.0,11,Wednesday,1
CSS in 7 Minutes 🔥,2022-02-09 03:25:43+00:00,PT7M30S,454354,14052,389,450.0,3,Wednesday,1
Head and Script Component in Next.js | NextJs Tutorial for Beginners #6,2022-02-08 11:30:01+00:00,PT12M9S,78177,1769,125,729.0,11,Tuesday,1
Project 1: Hunting Coder - A Coder's Blog | NextJs Tutorial for Beginners #5,2022-02-07 15:03:02+00:00,PT10M19S,103705,2883,216,619.0,15,Monday,1
JavaScript and React Refresher for Next.js | NextJs Tutorial for Beginners #4,2022-02-06 05:31:53+00:00,PT9M52S,88632,2053,240,592.0,5,Sunday,1
99.9% developers don't use this in VS Code! 🔥 #shorts,2022-02-05 14:25:08+00:00,PT39S,331787,31053,430,39.0,14,Saturday,1
